structural_type,construction_material,fire_load_type,wall_thickness,height_floors,temperature,wind,humidity,area_m2,paint,room_number,room_occupants,fire_resistance
Masonry Structures,Concrete,Commercial,1,11,13.710934141803481,5.397869814692725,43.42524876284974,1706,Fire Resistant Paint,38,29,2.5
Masonry Structures,Steel,Commercial,2,30,27.455574188392557,2.6335690243602565,44.77005934158483,1366,Fire Resistant Paint,46,11,4.4
Reinforced Concrete Structures,Concrete,Residential,1,2,15.029883460292147,8.942665109952625,57.59183691924257,1716,Standard Paint,10,9,3.3
Sandstone,Steel,Residential,1,6,14.59204569906003,3.9651555107194296,80.88909525962526,1107,Fire Resistant Paint,11,4,3.6
Brick,Steel,Commercial,2,10,29.488467389406946,2.5451947957047154,63.47880552346166,1536,Standard Paint,30,50,5.3
Brick,Timber,Commercial,2,8,14.355094975321368,9.080806813592888,42.01499996381517,539,Fire Resistant Paint,94,36,4.8
Masonry Structures,Steel,Residential,2,3,12.895709195076579,5.985237563696585,56.28058333813931,1634,Fire Resistant Paint,8,10,2.1
Reinforced Concrete Structures,Timber,Residential,2,6,23.880146725966704,2.75106848687191,40.2876104730585,1575,Fire Resistant Paint,10,2,5.2
Sandstone,Concrete,Residential,1,4,21.978303267769302,6.819219043440869,73.00777558871005,1000,Fire Resistant Paint,8,10,4.2
Timber Structures,Concrete,Commercial,1,40,26.209617738116783,2.8449444129564054,43.268489485353285,1547,Standard Paint,84,13,3.4
Reinforced Concrete Structures,Steel,Residential,2,4,16.434508322195544,6.950637342012576,45.25424431587844,944,Fire Resistant Paint,10,10,6.4
Sandstone,Timber,Residential,2,3,22.63307145291963,9.396068867568562,43.64630993711147,1660,Fire Resistant Paint,7,8,1.5
Masonry Structures,Concrete,Commercial,2,14,26.0782157319017,3.6514294005233108,89.7190628036769,745,Fire Resistant Paint,88,19,4.3
Timber Structures,Timber,Residential,2,2,32.1518268542454,6.457164096584052,51.826841706478135,1409,Standard Paint,6,5,1.9
Masonry Structures,Steel,Commercial,2,18,33.26021697004096,3.9542536402428197,45.30901841536982,1957,Standard Paint,56,45,4.6
Masonry Structures,Concrete,Residential,1,3,13.678255046243901,8.793765402963603,85.41772107858941,1366,Standard Paint,4,10,2.1
Brick,Timber,Residential,2,3,12.287835321929174,9.919925256745026,70.46914634424607,992,Standard Paint,5,2,5.5
Timber Structures,Timber,Residential,1,1,10.46109325288981,5.107718898707965,62.83470888021007,725,Standard Paint,3,8,6.0
Sandstone,Steel,Residential,2,2,20.095883341448264,4.874562836585963,50.13251642029572,557,Standard Paint,8,10,3.4
Brick,Steel,Residential,1,6,15.017339421650497,7.065670970751924,41.561098166576926,288,Fire Resistant Paint,9,3,2.3
Masonry Structures,Timber,Commercial,1,13,11.793006880374424,6.905717271413683,82.42539529979669,1202,Standard Paint,59,35,6.0
Masonry Structures,Steel,Residential,2,1,23.4421888948891,2.5618403075174525,60.72651792232177,113,Fire Resistant Paint,4,10,3.7
Reinforced Concrete Structures,Timber,Commercial,2,21,28.12094547666713,3.6760031089536165,44.13388397557026,1690,Standard Paint,92,17,2.8
Masonry Structures,Concrete,Commercial,2,37,23.568141100577233,9.515598936791964,51.67531137070825,1209,Fire Resistant Paint,63,43,2.5
Timber Structures,Timber,Residential,1,3,12.867609958495674,1.0754746130899788,85.42352572759751,1999,Fire Resistant Paint,6,1,5.6
Reinforced Concrete Structures,Timber,Residential,2,4,31.750661343230647,2.0447769711935813,43.81843441165148,1238,Fire Resistant Paint,8,4,5.3
Timber Structures,Steel,Commercial,2,50,30.387281593854425,9.746190275237092,63.90859923994849,816,Fire Resistant Paint,84,44,2.6
Timber Structures,Steel,Residential,1,4,29.92386226432328,5.822533172874796,47.57356614553174,1476,Standard Paint,6,7,3.8
Brick,Concrete,Residential,1,6,26.333554879096916,9.979699197050898,67.52556965020425,761,Standard Paint,6,1,2.1
Sandstone,Concrete,Commercial,2,44,34.632811211541984,9.740031955242598,64.92290015808689,1495,Standard Paint,83,43,3.5
Sandstone,Timber,Commercial,2,36,32.46100946319807,8.074408945419766,58.15297741939776,271,Standard Paint,72,41,3.0
Masonry Structures,Timber,Commercial,2,18,27.54393532732621,5.584089438265197,55.08963314613236,287,Standard Paint,51,35,4.6
Reinforced Concrete Structures,Timber,Commercial,2,48,24.641300653988274,5.716991784298839,82.5303428770624,1802,Fire Resistant Paint,71,35,4.0
Masonry Structures,Timber,Commercial,2,42,24.790557366770066,6.163411364245925,61.96943880849963,914,Fire Resistant Paint,92,14,2.7
Brick,Concrete,Commercial,1,26,25.64910738101526,5.809465483140301,88.68967456173627,1191,Fire Resistant Paint,97,36,4.8
Timber Structures,Concrete,Residential,1,2,23.578059466284003,1.7614431127073593,48.38647986473319,1900,Standard Paint,5,9,1.7
Reinforced Concrete Structures,Timber,Commercial,1,36,31.6526558350956,8.642494820030084,64.75677980579474,1593,Standard Paint,95,41,1.9
Masonry Structures,Steel,Commercial,2,47,32.298484025063246,2.856274548084303,54.17302724029534,1049,Standard Paint,98,33,1.4
Timber Structures,Timber,Commercial,2,49,15.940580480399968,6.615479235453,63.35076918980626,825,Standard Paint,87,46,3.7
Sandstone,Concrete,Commercial,2,19,27.309924500426842,6.415546840567857,48.3467616626062,463,Standard Paint,51,43,1.8
Reinforced Concrete Structures,Concrete,Residential,1,6,30.090706511229847,3.2844461018019815,56.0375631351826,1313,Fire Resistant Paint,9,9,4.9
Masonry Structures,Concrete,Commercial,1,11,19.838140315521592,8.921884820854443,58.27945056517287,462,Standard Paint,57,41,3.2
Reinforced Concrete Structures,Concrete,Residential,2,1,19.71739793896478,9.969474565079079,83.58138409450714,355,Fire Resistant Paint,10,10,3.1
Masonry Structures,Timber,Residential,2,6,30.664875234105452,9.02947001246238,66.65230297284302,1283,Fire Resistant Paint,9,6,4.9
Timber Structures,Timber,Residential,2,2,34.873167197834235,2.779055819530151,65.17947394904375,914,Standard Paint,9,2,4.3
Brick,Concrete,Residential,1,4,28.35931840355416,5.165053445392987,72.16624926685387,1430,Fire Resistant Paint,10,6,3.0
Timber Structures,Timber,Commercial,1,31,28.383111471611205,3.8477531433851775,46.78124282601057,590,Standard Paint,55,18,5.5
Masonry Structures,Timber,Residential,1,2,21.83178153407063,5.525294326272988,40.57591340758169,1443,Standard Paint,9,9,6.2
Sandstone,Concrete,Commercial,2,42,31.144538929485904,3.3743432896352132,86.73811098456514,576,Standard Paint,95,21,5.1
Brick,Concrete,Residential,1,2,19.190813151008093,1.3229739255447568,45.46908055049283,1506,Standard Paint,7,1,3.1
Brick,Concrete,Commercial,1,37,13.82680144344576,4.673788035563833,87.90636663824384,1992,Fire Resistant Paint,65,26,2.3
Brick,Concrete,Residential,2,6,31.653416140218255,8.139299328664311,82.33140491753763,1409,Fire Resistant Paint,9,10,2.4
Sandstone,Steel,Residential,2,2,12.530449076946894,6.687225622817292,73.70645426612344,300,Fire Resistant Paint,9,3,8.2
Sandstone,Timber,Residential,1,6,13.3886146038654,5.804694000128299,66.17490987165611,1649,Fire Resistant Paint,6,7,1.3
Sandstone,Timber,Residential,2,4,27.240067047527333,7.974102871482074,42.10906650442625,1992,Fire Resistant Paint,5,5,4.2
Timber Structures,Steel,Residential,2,6,21.955975978229752,6.785452888656267,46.040479241289965,856,Standard Paint,10,7,1.9
Timber Structures,Concrete,Residential,1,1,15.037731894047425,4.508486090166799,81.69590960259566,782,Standard Paint,5,7,6.9
Masonry Structures,Timber,Commercial,2,7,31.185181171065178,4.264249967915885,82.73919125060095,748,Standard Paint,33,50,2.3
Brick,Timber,Commercial,1,9,33.210515682509985,2.767958938254588,64.07971213351726,1959,Standard Paint,63,24,5.6
Brick,Timber,Residential,1,4,25.665579413056925,8.058511310832957,76.54795308137612,609,Fire Resistant Paint,7,2,4.0
Masonry Structures,Concrete,Commercial,2,35,34.38744053086715,6.292221363779644,51.08789097023195,989,Standard Paint,70,35,3.7
Masonry Structures,Steel,Residential,2,5,31.02136479093971,8.753603394220683,77.16036883413364,652,Standard Paint,6,1,5.8
Timber Structures,Concrete,Commercial,1,45,21.544743633302293,6.494932158125605,85.31342547344903,1980,Fire Resistant Paint,67,49,4.7
Masonry Structures,Steel,Commercial,2,50,10.279854350585811,2.626740385576861,72.71643522941928,1544,Standard Paint,98,39,4.8
Timber Structures,Timber,Residential,2,3,10.223385739550103,4.033881968632048,52.633757431045765,1109,Standard Paint,4,8,4.6
Timber Structures,Steel,Residential,1,2,10.381240047895352,5.219619499604944,88.17765204699518,178,Standard Paint,5,5,4.9
Sandstone,Concrete,Residential,1,1,13.067760262554415,5.091780866270522,61.121450672760304,1046,Fire Resistant Paint,5,2,2.8
Masonry Structures,Concrete,Commercial,2,48,21.12474216051428,9.752118049353928,62.75950074885455,556,Standard Paint,66,29,3.1
Sandstone,Timber,Commercial,1,42,20.659636771458345,3.0858543989279785,77.21263709282633,1614,Standard Paint,76,25,6.3
Reinforced Concrete Structures,Steel,Commercial,1,39,32.16446386352811,9.149828483890435,50.55783745009043,1937,Fire Resistant Paint,83,37,4.2
Timber Structures,Timber,Commercial,1,50,34.65226810213133,1.7672851837232013,63.46942548273003,1220,Standard Paint,89,13,3.1
Brick,Timber,Residential,2,2,15.068608123868101,6.774833584057028,69.13591775133952,397,Fire Resistant Paint,5,6,2.4
Sandstone,Concrete,Residential,2,2,21.153797669236106,5.2611912901725155,78.04140976328571,807,Standard Paint,6,7,1.7
Sandstone,Timber,Residential,2,1,13.313137640814107,7.8263732991150805,53.639143862498756,734,Fire Resistant Paint,6,5,3.9
Reinforced Concrete Structures,Timber,Commercial,1,20,31.754432376611646,1.8582054505847592,45.32640101228231,206,Standard Paint,59,20,1.8
Masonry Structures,Steel,Residential,1,2,14.491958622314668,3.9535372739001797,82.23418031814923,1217,Fire Resistant Paint,5,9,5.5
Timber Structures,Concrete,Residential,2,6,29.771274156236384,6.080620995484054,48.68874501252833,964,Standard Paint,6,8,4.8
Sandstone,Steel,Commercial,1,19,19.35742093181974,4.251647132775302,76.73037771504616,1128,Standard Paint,77,42,2.3
Masonry Structures,Steel,Commercial,1,10,19.65953906075029,6.3209085189181575,40.68847631120432,238,Fire Resistant Paint,45,11,5.1
Brick,Concrete,Residential,2,2,27.35818352199382,8.485912047772587,63.82940053766042,1891,Fire Resistant Paint,8,4,2.6
Brick,Steel,Commercial,2,28,18.761808419236658,7.410482439072427,74.4825596391974,141,Fire Resistant Paint,56,42,1.8
Brick,Steel,Residential,2,3,21.440448649755545,7.899568784461747,58.62810949191221,1969,Standard Paint,6,5,3.1
Sandstone,Concrete,Commercial,2,25,32.7165083766083,5.5401703744663315,83.50554941291674,294,Standard Paint,86,18,3.3
Timber Structures,Concrete,Residential,2,3,31.862055459550973,3.4272869050582786,68.45405539148,1866,Standard Paint,7,1,1.6
Sandstone,Steel,Commercial,2,30,18.719565733613596,7.382925689237737,76.7548592352249,597,Fire Resistant Paint,73,28,2.3
Timber Structures,Concrete,Residential,1,1,26.778297675949467,2.6762558383092,88.72879347061806,1808,Standard Paint,5,3,1.8
Reinforced Concrete Structures,Timber,Residential,2,5,32.532939615502215,6.424993821001678,87.60135564287572,948,Standard Paint,9,5,5.0
Timber Structures,Timber,Residential,2,1,21.872993737650233,3.635561522001143,51.6589707037011,306,Fire Resistant Paint,6,5,1.8
Reinforced Concrete Structures,Concrete,Residential,1,1,31.2195647892993,3.080529195887921,63.935003145885126,652,Fire Resistant Paint,5,8,6.8
Masonry Structures,Timber,Residential,1,1,13.35408859216917,7.290116766062003,43.88366337723876,1958,Standard Paint,4,4,3.8
Brick,Concrete,Residential,2,2,26.26734748398902,8.32129385660647,83.88564846101642,1685,Fire Resistant Paint,4,5,3.4
Reinforced Concrete Structures,Concrete,Residential,1,3,23.33864899265395,7.518067560212727,77.09740273710388,1223,Standard Paint,7,5,4.4
Reinforced Concrete Structures,Concrete,Commercial,1,44,27.0980394173302,1.5774362878890145,50.58778816409581,789,Fire Resistant Paint,93,27,5.8
Sandstone,Concrete,Residential,1,1,20.14371943104132,7.982509106459359,75.51034957919649,726,Standard Paint,5,4,2.7
Brick,Timber,Residential,1,3,15.67126300221252,5.4906533914642335,81.64971043914358,158,Standard Paint,8,8,1.3
Reinforced Concrete Structures,Concrete,Residential,1,6,28.900381885872473,1.033987399088292,81.1694316564948,1589,Fire Resistant Paint,11,10,1.8
Sandstone,Concrete,Commercial,2,12,23.318876972531704,2.7801433507251576,67.28561490602674,1268,Fire Resistant Paint,69,50,3.0
Masonry Structures,Steel,Residential,1,3,32.130611903398986,2.942387155225564,89.35958012406684,521,Standard Paint,6,6,2.3
Brick,Timber,Residential,2,3,34.77575634211671,4.090604908161904,82.39092450728157,1760,Standard Paint,5,1,4.3
Masonry Structures,Timber,Residential,2,3,30.818109541415332,8.811793149136577,54.28520465243717,1201,Standard Paint,5,1,2.2
Timber Structures,Concrete,Residential,1,2,24.66380858257573,2.541284236114854,41.16396605699941,1619,Fire Resistant Paint,8,3,1.5
Masonry Structures,Steel,Residential,2,5,34.41764114601306,4.371517745497476,75.84519841733191,1720,Standard Paint,8,1,2.4
Reinforced Concrete Structures,Concrete,Commercial,1,17,30.07916845916234,3.744470620058182,44.87218872648474,678,Fire Resistant Paint,38,11,1.6
Sandstone,Steel,Residential,1,6,13.937820777025031,9.040447774979206,51.61791869022079,1048,Fire Resistant Paint,11,6,1.3
Reinforced Concrete Structures,Concrete,Residential,2,4,12.965205295330842,4.090831731229352,58.16321757431964,1433,Fire Resistant Paint,7,2,2.5
Masonry Structures,Concrete,Commercial,1,23,17.34200930202544,3.5021157331100556,77.58375671599445,1706,Fire Resistant Paint,85,27,2.0
Masonry Structures,Steel,Commercial,1,46,11.721595441112239,6.4753290756107935,43.98499447245848,735,Fire Resistant Paint,74,23,3.6
Masonry Structures,Timber,Commercial,1,23,14.02091072756102,9.184139757893213,86.18161714002015,1132,Fire Resistant Paint,73,40,2.5
Brick,Timber,Residential,1,2,25.853904319149997,5.6372101785693705,56.698808835334816,1331,Fire Resistant Paint,8,7,5.3
Sandstone,Concrete,Commercial,2,35,34.51244417582347,7.349252579770407,82.46758923811348,1522,Fire Resistant Paint,59,21,5.7
Brick,Concrete,Commercial,2,40,29.090063318843086,7.179655980890889,62.69990297132411,1379,Fire Resistant Paint,83,50,3.1
Reinforced Concrete Structures,Timber,Residential,2,2,25.877646987110673,9.368066279332046,40.14304121724377,1845,Fire Resistant Paint,5,9,7.4
Sandstone,Timber,Commercial,2,8,28.023148169469902,4.213675484136492,68.9032943101007,173,Fire Resistant Paint,93,17,2.7
Timber Structures,Concrete,Residential,2,2,18.864371428969694,9.216586621463545,65.03416688651285,482,Fire Resistant Paint,8,6,4.4
Reinforced Concrete Structures,Steel,Residential,1,2,14.164305122997414,5.050502999730069,66.74826529878497,703,Standard Paint,10,8,4.3
Timber Structures,Concrete,Commercial,1,40,18.802828918012562,1.432840318015423,86.03468904337745,1829,Fire Resistant Paint,57,33,5.4
Sandstone,Steel,Residential,1,3,32.94256223348992,7.342902632276667,66.4166471031686,825,Standard Paint,6,5,2.7
Brick,Timber,Residential,2,6,12.26437851374042,3.4819099663714166,47.465349095453746,765,Fire Resistant Paint,10,6,4.1
Masonry Structures,Timber,Residential,1,5,25.79714083849084,1.0745684994509659,81.34963785216081,1464,Fire Resistant Paint,6,9,3.4
Sandstone,Timber,Residential,1,4,26.547356842450718,9.697729383261654,46.0989205592272,1020,Fire Resistant Paint,8,1,4.4
Brick,Steel,Commercial,2,25,23.576804432284526,3.360935661959906,42.06383689559234,1617,Standard Paint,58,25,4.6
Brick,Concrete,Residential,1,3,34.269467359257774,9.953067906935743,84.1141956577445,639,Standard Paint,5,4,5.3
Sandstone,Concrete,Residential,2,5,23.02919646198096,3.5606512374678667,70.07078615488322,1875,Standard Paint,7,1,1.5
Reinforced Concrete Structures,Timber,Commercial,1,41,20.50998361200055,2.4116512162797044,44.11957415307732,602,Standard Paint,59,32,5.3
Masonry Structures,Concrete,Residential,1,4,14.867824055268756,9.081951375613091,57.02949870312733,1693,Fire Resistant Paint,8,10,3.8
Timber Structures,Timber,Commercial,1,50,11.576395649108555,7.065074863522402,41.42753942793181,1227,Fire Resistant Paint,71,32,2.9
Brick,Steel,Residential,2,3,15.278415690622992,2.150455725178754,73.51117127981564,700,Standard Paint,8,8,3.4
Sandstone,Concrete,Residential,2,2,21.328829492201102,6.6339656703851935,49.311724349380924,999,Fire Resistant Paint,5,2,8.0
Brick,Concrete,Commercial,2,40,17.327059844057302,8.335434222897007,64.49365023606366,946,Fire Resistant Paint,88,10,5.2
Timber Structures,Concrete,Commercial,1,17,24.916012944247022,2.4707132654384703,42.85966967524769,1760,Fire Resistant Paint,29,46,4.8
Masonry Structures,Concrete,Residential,2,1,16.28326462849942,8.560427819201774,41.31200165657323,1055,Fire Resistant Paint,6,5,6.6
Timber Structures,Steel,Residential,2,4,14.534065432741524,3.3322390717398114,84.14297208499892,551,Fire Resistant Paint,7,10,3.7
Masonry Structures,Concrete,Residential,1,3,19.482068232810356,5.8728239918742915,51.28431025618656,222,Standard Paint,6,2,3.9
Sandstone,Steel,Commercial,2,48,18.31735847056664,8.89431827083094,82.1431712387328,897,Fire Resistant Paint,73,50,2.5
Reinforced Concrete Structures,Concrete,Commercial,1,16,23.30720739579677,8.806382950121584,43.55864270003467,1602,Fire Resistant Paint,52,25,1.4
Timber Structures,Timber,Residential,1,2,11.747954140879527,5.301375335742643,86.3364252719874,1195,Fire Resistant Paint,9,7,5.3
Masonry Structures,Steel,Commercial,2,48,28.90053831404019,7.131779971679771,71.00560270304244,927,Fire Resistant Paint,95,31,2.4
Sandstone,Steel,Residential,1,4,18.74655355373323,4.244450213520919,55.573816925822,1102,Fire Resistant Paint,5,4,1.1
Timber Structures,Steel,Residential,2,5,22.59124375947986,3.496580778690288,54.02078462559075,433,Standard Paint,6,10,1.9
Timber Structures,Concrete,Residential,1,6,24.727008441646078,4.171344376579412,51.40418883745489,745,Standard Paint,11,1,3.5
Reinforced Concrete Structures,Concrete,Commercial,2,22,20.082462275590203,6.510196997214701,44.79871535911635,676,Fire Resistant Paint,48,34,3.1
Brick,Concrete,Commercial,1,28,25.217814451204283,2.2601552742606463,51.52874980356914,1903,Standard Paint,77,24,2.8
Brick,Concrete,Residential,1,5,19.49703162352214,2.526816278663148,56.02328454181275,1527,Standard Paint,10,1,1.8
Sandstone,Concrete,Commercial,1,14,30.69889337123389,3.937821545752522,89.95032059177234,1127,Fire Resistant Paint,85,34,3.0
Sandstone,Concrete,Residential,1,6,32.66119298492145,8.562975841211458,89.72268800114136,1484,Fire Resistant Paint,11,9,4.6
Brick,Timber,Commercial,2,34,32.86538392202303,5.948558878711636,83.7797525736535,366,Fire Resistant Paint,49,29,1.7
Brick,Timber,Residential,2,1,14.912466542659299,6.149645168022653,79.77135947479891,905,Fire Resistant Paint,5,6,5.2
Masonry Structures,Steel,Residential,2,2,20.088845103463733,3.023340392482031,79.62928128012948,1263,Standard Paint,8,1,4.0
Masonry Structures,Timber,Commercial,2,49,28.856557574936534,2.9152516414569916,70.99463566205159,1678,Fire Resistant Paint,96,13,3.6
Masonry Structures,Timber,Residential,2,4,24.601664033605772,2.2776674153176986,79.14819288926617,188,Standard Paint,4,1,2.4
Timber Structures,Timber,Residential,1,3,19.614620741863106,8.514293611923765,87.1057721907804,520,Standard Paint,9,6,2.9
Timber Structures,Steel,Residential,1,3,26.149402598782547,3.1285301401772974,58.71897353152096,1904,Standard Paint,7,1,2.2
Brick,Concrete,Residential,1,6,20.90160015997661,1.7413660614674518,70.40151660646909,1477,Fire Resistant Paint,8,9,3.8
Reinforced Concrete Structures,Steel,Residential,2,1,13.947020941531182,8.56418900618814,82.29582736100446,1369,Standard Paint,9,5,3.5
Brick,Steel,Commercial,2,11,15.197709338515166,9.907850852055264,63.73286578560955,1069,Fire Resistant Paint,86,45,2.2
Brick,Steel,Residential,2,4,34.050222237049674,5.5550030861225395,47.206869326896864,197,Fire Resistant Paint,7,10,1.9
Timber Structures,Concrete,Residential,1,6,15.240470065005562,6.331176439424097,73.8382999106005,1386,Standard Paint,10,10,3.4
Brick,Concrete,Commercial,2,32,14.476724214252156,7.745818031559191,65.03997889649095,1565,Fire Resistant Paint,50,45,3.4
Reinforced Concrete Structures,Timber,Commercial,2,50,12.46706811611961,9.32610760209766,40.27785325757165,614,Fire Resistant Paint,91,14,2.7
Masonry Structures,Concrete,Residential,1,3,31.584176589388452,4.164716361992128,44.979170784091146,1744,Fire Resistant Paint,9,4,2.2
Brick,Steel,Commercial,1,49,24.677131470255897,4.577499929064265,76.09594359753208,1231,Standard Paint,88,14,6.1
Masonry Structures,Concrete,Commercial,2,43,34.70162001255464,5.4411488712887355,80.92269768734116,475,Fire Resistant Paint,65,30,1.6
Brick,Timber,Commercial,1,31,33.37056182118315,8.07997839294594,67.56402311995576,479,Fire Resistant Paint,59,37,3.0
Timber Structures,Concrete,Commercial,1,10,34.00311326129207,8.763625768931066,81.93764389606997,1240,Fire Resistant Paint,43,28,4.6
Timber Structures,Timber,Commercial,2,39,29.592237476262085,5.278154632204072,49.3552277702451,1432,Fire Resistant Paint,95,45,3.2
Sandstone,Concrete,Commercial,2,27,23.45090029758459,3.58036752143331,73.8151408277198,313,Standard Paint,51,32,2.0
Reinforced Concrete Structures,Concrete,Commercial,1,12,14.017382363564314,3.2949682564338603,55.39517829258945,1284,Fire Resistant Paint,41,47,4.3
Sandstone,Steel,Commercial,1,50,23.886169486547658,8.416856896766014,68.00003060476662,1751,Standard Paint,67,39,3.0
Masonry Structures,Timber,Commercial,2,35,30.61845941373493,4.939510088947566,75.3205146557251,1461,Fire Resistant Paint,66,40,3.7
Reinforced Concrete Structures,Steel,Residential,1,6,25.710314005047838,2.2561967316662574,64.52760680245692,204,Fire Resistant Paint,6,7,5.1
Masonry Structures,Steel,Residential,1,3,12.996537823344028,5.689219014425863,54.89988766613132,816,Fire Resistant Paint,3,10,5.8
Timber Structures,Timber,Commercial,2,9,26.247383840498753,7.872963771308878,46.15209659824564,1944,Fire Resistant Paint,99,49,1.4
Brick,Concrete,Residential,1,2,12.403157669201477,1.3301087199373476,53.77116085851824,1467,Standard Paint,3,5,2.0
Reinforced Concrete Structures,Timber,Commercial,2,16,13.465328718210278,2.6887425749935865,87.04450308919344,1795,Standard Paint,56,22,5.5
Timber Structures,Timber,Commercial,2,19,14.133365718159386,5.26698941049815,72.38471849117829,821,Standard Paint,50,39,3.6
Brick,Timber,Commercial,1,8,19.245959910606892,2.5069499804141824,79.15574056565436,1289,Fire Resistant Paint,83,10,3.2
Reinforced Concrete Structures,Timber,Commercial,2,34,17.212104363208155,7.197262224969313,67.31108600028611,591,Standard Paint,81,36,2.4
Brick,Concrete,Residential,1,4,27.041954899733888,4.255730184007425,67.30519238113358,1452,Standard Paint,8,8,2.8
Reinforced Concrete Structures,Timber,Residential,1,5,25.690831061394217,1.388283853458428,74.83584961882316,1146,Standard Paint,9,7,1.4
Brick,Concrete,Commercial,2,9,27.947557037805996,7.288117468063736,58.019626437692594,355,Fire Resistant Paint,34,34,4.7
Sandstone,Steel,Residential,2,4,19.18124296685806,4.35166850981035,49.04428858226437,1642,Standard Paint,7,8,3.8
Reinforced Concrete Structures,Timber,Residential,1,5,27.14453364128597,5.322574143937466,57.65317192080236,190,Fire Resistant Paint,10,9,4.3
Brick,Timber,Commercial,1,47,13.024352300314238,6.138966387841018,67.65928033700276,928,Fire Resistant Paint,97,34,2.4
Timber Structures,Timber,Commercial,1,25,28.650473809088737,1.088130500962838,78.39376551811782,754,Fire Resistant Paint,69,28,3.6
Brick,Timber,Commercial,1,46,31.136129496274133,6.957814466915019,66.45607751369948,835,Fire Resistant Paint,84,10,4.9
Sandstone,Concrete,Commercial,2,41,30.925586905227412,6.992523781202755,40.2039371873418,1779,Fire Resistant Paint,91,42,3.8
Reinforced Concrete Structures,Timber,Residential,2,3,23.182922594341026,3.292730154244895,59.78760656109287,1312,Fire Resistant Paint,8,6,3.2
Masonry Structures,Steel,Commercial,2,26,17.040289600064956,3.6312935720203185,40.691142507076755,1819,Standard Paint,90,31,2.3
Sandstone,Steel,Commercial,1,40,34.690603286400275,4.634912535372489,55.36853854485255,1858,Fire Resistant Paint,86,41,3.5
Reinforced Concrete Structures,Concrete,Residential,1,6,10.670165332762682,1.5327288293212689,77.76817269996201,587,Standard Paint,9,8,3.0
Reinforced Concrete Structures,Steel,Residential,2,1,33.34283351369017,6.170552255025917,46.25746438544848,363,Fire Resistant Paint,7,6,1.3
Brick,Steel,Residential,1,4,16.26981214380389,3.087976630688307,73.87602219909783,1929,Fire Resistant Paint,10,6,1.7
Reinforced Concrete Structures,Steel,Commercial,1,23,19.290375769429424,7.380339304735464,78.21020490742231,718,Standard Paint,39,13,5.2
Sandstone,Timber,Residential,2,3,14.814961907698265,6.902285181164122,81.90218705922622,1622,Standard Paint,7,1,4.9
Timber Structures,Steel,Commercial,1,17,33.91183309176547,5.138463643643145,68.3100704935268,705,Fire Resistant Paint,53,29,2.0
Brick,Concrete,Commercial,1,7,25.56957307660523,9.832648867965705,40.93622733709815,156,Fire Resistant Paint,51,29,2.9
Brick,Timber,Residential,1,3,34.82926366272279,6.137268013321021,46.2941956038519,171,Standard Paint,9,10,6.2
Masonry Structures,Steel,Residential,1,3,12.662957092497074,7.810108525029285,50.553700132454374,1477,Standard Paint,6,9,4.7
Brick,Steel,Residential,2,1,13.636436623117909,5.010529098267854,55.6084627887226,1611,Fire Resistant Paint,6,1,2.5
Masonry Structures,Timber,Commercial,1,14,13.04246940974725,1.6516575785485803,88.82078933123961,1643,Fire Resistant Paint,92,39,4.9
Reinforced Concrete Structures,Steel,Residential,2,2,34.51415974321162,8.64362254916444,58.67033889213434,107,Standard Paint,10,8,2.4
Timber Structures,Timber,Residential,1,4,33.731014078798864,9.761648887055687,80.62533280496473,1235,Fire Resistant Paint,9,9,2.1
Timber Structures,Steel,Commercial,2,29,21.407343029460428,7.375916361681577,70.3937994584623,626,Fire Resistant Paint,49,29,1.6
Reinforced Concrete Structures,Timber,Residential,2,3,20.606127343628586,6.272455313384381,87.60135026203383,1479,Fire Resistant Paint,6,9,5.6
Brick,Timber,Commercial,1,31,12.818666511490655,2.971195541498784,42.014221633264555,1152,Standard Paint,88,23,2.2
Reinforced Concrete Structures,Timber,Commercial,1,31,23.90715051853588,6.8418391492372015,81.59913838194021,741,Standard Paint,63,40,2.6
Reinforced Concrete Structures,Timber,Residential,1,3,13.195862744411503,2.6086243443772386,77.24377488630245,1802,Fire Resistant Paint,7,3,3.8
Sandstone,Concrete,Commercial,1,9,31.663673952506564,7.428134247123044,51.98083577586272,246,Standard Paint,95,15,2.3
Sandstone,Timber,Commercial,1,20,33.37739349232449,5.585324710208318,56.69646280223306,1359,Standard Paint,67,26,4.0
Reinforced Concrete Structures,Concrete,Residential,2,4,31.64752353202078,2.922078825626363,48.89931951557937,987,Standard Paint,6,4,3.0
Timber Structures,Steel,Commercial,1,16,16.24656120435791,1.865737560637697,64.42391666847936,738,Fire Resistant Paint,41,41,4.0
Reinforced Concrete Structures,Steel,Commercial,1,19,12.999959696261866,8.611674613819275,61.72199103819882,1209,Standard Paint,93,48,3.2
Timber Structures,Concrete,Commercial,1,11,26.631269405515063,2.1626239069710045,89.54271747836484,1492,Fire Resistant Paint,57,47,6.3
Sandstone,Concrete,Commercial,2,48,23.11489927974654,3.143182209147491,46.203445004715434,1436,Standard Paint,99,21,2.3
Reinforced Concrete Structures,Steel,Commercial,2,34,20.456749111045784,7.877632102100725,64.22057188896733,1866,Fire Resistant Paint,44,25,2.0
Reinforced Concrete Structures,Timber,Residential,2,6,19.85296121365822,3.94811593066052,69.36105622239576,1026,Standard Paint,7,5,2.5
